# uniform1 uniform2 gaussian1 gaussian2
  0.069941 0.606414 0.193160 -0.655966
  0.159011 0.324701 1.034861 -0.255172
  0.548314 0.433513 -0.437099 0.940913
  0.030361 0.998212 -0.888489 -0.756150
  0.827864 0.454484 0.613751 2.328654
  0.114598 0.961221 1.558477 1.191606
  0.662627 0.476637 0.595975 -0.394807
  0.826164 0.505309 -1.987750 -0.131394
  0.311800 0.148467 -0.952186 -0.433758
  0.748271 0.105290 1.620284 -1.340613
  0.619704 0.062570 0.287285 1.434021
  0.671182 0.222674 -0.367836 -1.038429
  0.649214 0.140709 0.284852 0.871763
  0.493138 0.928954 0.117631 -0.868450
  0.627903 0.739473 0.575774 -2.183345
  0.190918 0.537414 -2.410807 0.514784
  0.924265 0.580184 -1.487376 0.339916
  0.254948 0.062631 -0.609585 -1.198503
  0.887757 0.725070 1.823082 -1.629487
  0.934946 0.326957 1.110146 -0.756051
  0.996568 0.083087 -0.076457 -1.134011
  0.451799 0.379527 0.182804 0.118119
  0.227347 0.516694 0.444915 -0.368436
  0.593727 0.870759 0.235914 0.713207
  0.865371 0.501213 0.831027 1.640861
  0.506166 0.475462 -0.092570 -0.284836
  0.159516 0.417649 -0.574601 -0.165901
  0.018941 0.040416 -0.163827 1.579026
  0.677060 0.079518 1.859913 -1.162288
  0.951444 0.934909 0.628983 -1.294049
  0.226803 0.671102 -1.061650 0.662136
  0.076812 0.534373 -0.259633 0.557524
  0.012356 0.168730 0.588644 -0.540319
  0.380686 0.076822 -1.624590 -0.679542
  0.540142 0.934369 0.033672 -1.332947
  0.369376 0.095320 1.581710 -0.386387
  0.824391 0.273795 -0.450327 -0.163515
  0.554976 0.056136 -0.776877 -0.843080
  0.344078 0.014070 -0.771920 -0.073278
  0.179599 0.341222 -0.348621 -0.186753
  0.842313 0.536802 0.713938 0.178807
  0.956536 0.398369 0.012417 -1.016458
  0.499532 0.532311 0.257784 -0.059462
  0.165544 0.508395 1.749040 -0.131440
  0.662701 0.145636 2.682095 0.451574
  0.927962 0.320991 -0.406726 -0.648784
  0.921887 0.413478 -1.306282 -0.504122
  0.471146 0.764269 -0.921712 -0.448816
  0.924308 0.604955 -0.817274 -2.258027
  0.478462 0.406186 -0.255392 -0.110285
  0.222925 0.431900 -2.247096 1.021089
  0.170285 0.756183 1.155972 0.683249
  0.331599 0.117968 -1.062328 0.277882
  0.221829 0.496694 -0.007824 0.874993
  0.355575 0.896818 1.478328 -0.352757
  0.994997 0.740639 -0.337189 1.135728
  0.834808 0.672338 -0.017058 1.703569
  0.453690 0.333759 -1.016102 -0.395980
  0.169330 0.553335 -0.472904 -1.937686
  0.117057 0.332624 -1.967858 -1.430177
  0.208207 0.620001 0.575345 -1.467384
  0.608687 0.640788 -0.603187 -0.023034
  0.163177 0.674009 0.112990 -0.001436
  0.690502 0.109306 -0.419894 0.389724
  0.259714 0.188209 -0.651770 0.241870
  0.001558 0.251548 0.151637 -3.212355
  0.607437 0.302544 -1.018927 0.164094
  0.954314 0.560113 -1.141454 -0.331163
  0.268002 0.022369 0.375378 1.210721
  0.214943 0.546283 0.611173 -0.813733
  0.020553 0.006790 0.439968 -0.919861
  0.090122 0.638816 -0.182179 -0.835600
  0.021578 0.141326 -1.178586 -0.451918
  0.856357 0.279989 -0.743109 0.645213
  0.116265 0.207484 -0.992567 -0.403341
  0.668837 0.601194 1.301632 -0.365180
  0.993630 0.167231 -0.666268 0.853669
  0.778259 0.303432 -0.369500 0.625458
  0.161817 0.339277 -0.490860 -1.418522
  0.180979 0.224726 -0.888986 -1.513893
  0.987067 0.860768 -0.292097 0.568755
  0.074466 0.923817 0.861163 0.192933
  0.984596 0.562674 -0.142893 -0.622794
  0.128929 0.695532 -0.237638 0.078059
  0.346837 0.337095 -0.470793 0.346449
  0.608374 0.691840 0.756855 -0.639803
  0.036302 0.785343 0.948818 0.122640
  0.882195 0.007049 0.702857 -0.165313
  0.346490 0.098482 0.279306 -0.558103
  0.380921 0.367834 -0.508857 -0.054477
  0.218534 0.257574 0.174099 -1.063224
  0.880110 0.352197 0.357678 -1.901576
  0.503994 0.314143 -1.032603 0.950291
  0.350189 0.447255 -0.102228 0.747103
  0.931223 0.467788 -0.504786 -0.493445
  0.670585 0.387668 -2.601689 1.171296
  0.129875 0.177361 -1.445782 0.620904
  0.546882 0.702454 0.104050 -1.412146
  0.931484 0.704855 -0.570717 0.992742
  0.190942 0.150118 2.660945 1.238146
  0.876776 0.821192 -0.275418 -0.221695
  0.974353 0.407650 -0.068388 -2.270025
  0.054551 0.851491 -0.687683 1.341598
  0.836782 0.257774 0.406567 0.597113
  0.144466 0.633913 -0.785526 -0.289137
  0.324698 0.373009 -0.412413 -0.187311
  0.875002 0.666156 0.806500 -0.212577
  0.867312 0.114937 0.601835 -0.512462
  0.371547 0.273709 -0.897167 0.169596
  0.621624 0.753278 0.324245 1.279711
  0.102275 0.058046 -2.307182 1.133169
  0.878350 0.761958 -1.199192 0.602524
  0.157311 0.154339 0.248201 0.243460
  0.015098 0.575632 0.948965 -0.687706
  0.473301 0.248810 1.110565 -0.869167
  0.368161 0.389207 -0.240602 1.792403
  0.311187 0.063408 -0.039622 -0.114190
  0.554383 0.318032 0.966839 0.520995
  0.275343 0.557984 -0.927204 0.278995
  0.021285 0.883357 -0.223188 -0.001208
  0.184317 0.123150 1.606123 -1.287463
  0.583388 0.892468 0.027974 0.346573
  0.804830 0.573638 0.227781 -0.028693
  0.827167 0.595904 0.635353 0.403259
  0.359602 0.286873 0.564826 -1.542345
  0.871406 0.493394 0.162456 -0.498239
  0.406669 0.499858 3.345284 -0.157450
  0.424212 0.486802 2.598406 -1.931528
  0.786109 0.510901 0.016995 0.292890
  0.360975 0.288043 0.846625 0.246980
  0.876927 0.414574 -0.380658 0.266796
  0.892061 0.306267 -0.528844 -0.566478
  0.498714 0.158211 1.199583 0.822285
  0.272847 0.212252 -0.616570 2.029720
  0.228085 0.134835 0.759683 -1.564133
  0.471800 0.759176 -1.981740 -1.364312
  0.545143 0.639218 1.263312 -1.414544
  0.225930 0.246368 0.877725 0.125010
  0.212848 0.985549 -0.243258 -0.371374
  0.272965 0.116200 -0.821736 -1.708478
  0.509533 0.023315 -0.600793 -1.404968
  0.587544 0.251337 -0.229684 -0.018447
  0.161184 0.441128 -1.588204 2.073481
  0.340628 0.666626 0.183091 -0.452825
  0.684171 0.338487 0.188844 -0.750929
  0.210053 0.795211 -0.261529 0.293486
  0.516182 0.546617 0.767747 -1.210886
  0.720415 0.987696 -1.303698 -0.442078
  0.636303 0.519417 0.530155 0.356771
  0.246790 0.505851 0.056595 1.007632
  0.951526 0.862430 0.331431 -0.851178
  0.081721 0.228533 -1.430378 -0.901372
  0.811449 0.059564 -0.232311 -0.962000
  0.418945 0.263891 1.057960 -0.679316
  0.589958 0.341559 0.422503 -0.050541
  0.127586 0.566111 0.163139 -0.279573
  0.499726 0.332151 -1.472533 -0.242076
  0.221592 0.553728 -0.334298 -0.836095
  0.118888 0.858131 0.209570 -1.072343
  0.623541 0.440654 0.685651 0.238139
  0.697156 0.257445 -2.164458 -0.307910
  0.214124 0.752134 0.218931 -0.040243
  0.989194 0.360919 -0.393935 0.336562
  0.955785 0.151115 -1.427936 0.281496
  0.727693 0.841681 -0.356825 0.339568
  0.266043 0.510842 -0.132409 1.250772
  0.415844 0.539844 -1.393146 -0.356771
  0.328511 0.764393 -1.858985 -0.468741
  0.788594 0.506592 -1.710699 2.204145
  0.900815 0.537024 -0.080851 -0.109230
  0.612707 0.436611 -1.378687 0.577854
  0.849153 0.663080 0.499842 -0.692229
  0.087518 0.798367 -0.713689 -0.337280
  0.350835 0.424930 -2.392440 0.440054
  0.362592 0.848901 -0.105412 -0.921399
  0.031739 0.808196 0.025984 0.682555
  0.807748 0.654555 -1.030289 1.228304
  0.333589 0.025483 1.005641 -0.441255
  0.265535 0.003913 0.179106 0.650792
  0.032470 0.596863 -0.152362 0.856913
  0.871733 0.772882 -0.271349 1.020857
  0.659674 0.626957 0.345665 0.231221
  0.198041 0.521860 -0.988766 -1.308444
  0.091056 0.381393 1.647211 -0.967921
  0.094899 0.423565 -0.830922 0.928593
  0.650786 0.760642 -1.331072 -1.301039
  0.295275 0.513195 -0.228739 -0.848744
  0.608384 0.323873 1.136506 -0.011796
  0.066189 0.990750 0.329166 -0.202441
  0.106195 0.201151 -0.494272 0.257195
  0.502733 0.779413 0.310421 0.862007
  0.866468 0.322563 -1.085108 -1.606358
  0.203244 0.891719 0.016461 -0.681105
  0.751989 0.253821 1.308168 1.212728
  0.534211 0.815537 -0.038210 1.758497
  0.403634 0.846478 -0.193418 0.359295
  0.127879 0.530492 0.351712 -0.584437
  0.321817 0.908966 0.660031 -0.990370
  0.105116 0.965455 -1.132700 0.007830
  0.968548 0.853440 -0.147004 -1.160974
  0.334310 0.982828 0.066280 -1.159693
  0.838119 0.795873 -0.505999 0.705930
  0.271679 0.019622 1.044170 1.955469
  0.681565 0.340399 1.133048 0.734985
  0.532708 0.518971 1.239716 0.231819
  0.213113 0.511306 -0.546582 0.994069
  0.909503 0.413540 -0.217770 1.436841
  0.805371 0.094045 -0.055439 0.692139
  0.900602 0.058643 1.418801 0.445924
  0.664189 0.493095 1.427810 2.168523
  0.279217 0.355459 -0.094357 -1.166542
  0.844990 0.802823 -1.554347 0.296348
  0.691301 0.364145 1.031322 0.010517
  0.694629 0.554221 0.217239 1.829775
  0.362293 0.071533 0.761405 1.519556
  0.286254 0.104901 0.106958 0.760443
  0.078353 0.061181 -1.074365 0.330574
  0.809283 0.368550 0.247739 0.670976
  0.977992 0.113746 -1.956343 0.674655
  0.319956 0.770808 0.196194 0.384037
  0.418825 0.452504 -0.249770 -0.238583
  0.613789 0.542200 -0.126487 -0.430310
  0.901467 0.854684 1.198380 1.030339
  0.926830 0.075610 0.963810 0.531151
  0.593628 0.610165 -1.429991 -0.910935
  0.531414 0.266727 0.840368 1.734686
  0.106093 0.360198 0.068330 1.347043
  0.602011 0.117336 0.369042 -1.163167
  0.869118 0.831774 -0.346346 -0.470077
  0.853488 0.110905 -1.254173 0.652907
  0.097005 0.199801 -0.561587 0.146641
  0.659153 0.263081 -0.533546 0.535831
  0.612307 0.785251 -0.132324 -0.450595
  0.534960 0.941698 -0.121091 1.203127
  0.784599 0.060584 -0.277970 0.011783
  0.760822 0.775634 -1.541148 -0.270740
  0.977445 0.928770 -1.680876 -1.003504
  0.658814 0.649542 0.248316 -0.140866
  0.186452 0.354162 -0.062142 0.640630
  0.231214 0.019378 1.168044 -2.148263
  0.298020 0.070259 0.566842 -0.386542
  0.827396 0.986684 1.154004 0.116603
  0.032980 0.605736 0.635469 0.810777
  0.335290 0.437056 -0.512576 -0.882650
  0.894530 0.693318 -1.237486 1.808864
  0.997567 0.161282 0.130361 -3.272838
  0.158063 0.717850 -0.903296 -0.154902
  0.764905 0.621775 -1.232412 -0.276173
  0.333721 0.604731 0.456118 -0.663289
  0.515970 0.483695 0.711977 0.165278
  0.618190 0.842875 0.777629 -0.888939
  0.474813 0.200670 0.044417 0.584325
  0.360397 0.925053 0.490417 0.258730
  0.172503 0.161093 -0.732428 -1.478103
  0.626529 0.914296 -1.011495 0.241179
  0.931625 0.914949 -1.819692 0.593839
  0.761576 0.853122 1.407206 -0.088126
  0.766321 0.136536 0.546874 0.480810
  0.495925 0.138159 0.299025 0.748450
  0.773833 0.088101 0.485959 0.135944
  0.256750 0.556120 0.193317 -1.567103
  0.849358 0.305513 -0.121023 -2.393336
  0.122322 0.868279 -0.554899 0.322282
  0.972710 0.548542 -1.435362 -0.005041
  0.042535 0.951357 -1.419236 2.772603
  0.721347 0.595737 -2.147825 -1.147290
  0.584489 0.740584 -0.050439 -0.746621
  0.496263 0.778397 0.185989 1.594027
  0.831223 0.683718 1.124400 0.231617
  0.239167 0.809055 0.339709 0.080127
  0.743370 0.076108 0.046961 0.541220
  0.987044 0.540716 -2.022880 2.035819
  0.994662 0.919980 0.249167 -1.465180
  0.194169 0.355360 0.403083 0.462306
  0.448778 0.519516 0.839846 0.144512
  0.507509 0.991918 -1.050538 0.573480
  0.101767 0.684552 2.640976 0.858020
  0.593716 0.606038 1.416400 0.402512
  0.218432 0.126266 1.635053 -0.004686
  0.555812 0.869170 1.185123 1.486810
  0.750007 0.997823 -0.386966 -0.741734
  0.273537 0.063137 1.127238 0.922653
  0.133951 0.318462 -1.754744 0.528662
  0.732530 0.990717 1.006413 0.891281
  0.114278 0.707344 0.654447 0.773779
  0.741072 0.303165 0.380334 0.077828
  0.917901 0.406698 0.404065 0.502016
  0.044362 0.674127 -1.308392 0.770369
  0.458138 0.453438 -0.021404 0.328781
  0.647002 0.758381 -1.748968 -0.481242
  0.363283 0.302718 -0.962914 1.218966
  0.079005 0.987797 -2.643038 0.884203
  0.120995 0.550473 1.480496 1.301517
  0.166391 0.389775 0.343234 0.605253
  0.957632 0.888073 -0.356772 -1.176106
  0.779626 0.687478 1.062204 0.022550
  0.107399 0.869402 0.871465 -1.038898
  0.080765 0.689984 0.047746 0.150826
  0.305226 0.923626 0.720036 0.569638
  0.582164 0.291483 0.937110 -0.673706
  0.167665 0.901463 0.069992 -0.283107
  0.038815 0.395294 -0.032136 0.825034
  0.719473 0.180328 2.098599 0.028608
  0.551036 0.786198 -0.444272 -1.465735
  0.436012 0.837689 0.783518 0.538242
  0.917478 0.994785 -2.219671 -0.716293
  0.761440 0.308433 0.022762 -0.942721
  0.927816 0.427955 -1.123116 0.159461
  0.096430 0.499954 -0.508153 0.927529
  0.141477 0.280394 -0.397846 1.164269
  0.717390 0.213121 -1.322244 0.474809
  0.739904 0.014628 -2.480963 -1.893619
  0.425793 0.095052 -1.623889 1.531511
  0.073729 0.331373 -0.093816 -1.754667
  0.859023 0.082260 -0.162619 1.715281
  0.244982 0.038778 0.122168 2.538026
  0.850978 0.066425 -1.537774 -1.511276
  0.300388 0.508295 -1.678792 0.136744
  0.726656 0.107076 0.553801 -0.259897
  0.182231 0.474583 0.519655 0.098676
  0.842415 0.555702 -0.227715 0.032412
  0.909166 0.548040 0.518080 -2.289197
  0.713134 0.712476 0.209324 -0.034275
  0.860360 0.966888 -0.086252 -0.900187
  0.981814 0.850590 -1.352215 0.969128
  0.470042 0.179527 -0.707159 0.109704
  0.662134 0.811244 0.722769 -1.513139
  0.102453 0.896367 0.341617 0.567471
  0.852838 0.764407 -0.355174 1.283607
  0.714857 0.546554 -0.209217 0.300505
  0.412481 0.267386 -0.688889 -0.391804
  0.060838 0.583710 1.124255 -0.764483
  0.504002 0.917348 -2.340561 0.807324
  0.408141 0.683554 0.037054 0.397368
  0.128055 0.307944 -0.738507 1.157398
  0.836183 0.373905 1.102246 -1.016533
  0.838985 0.342684 -1.807011 1.566441
  0.538959 0.060843 0.490409 -0.120739
  0.615132 0.486584 1.812275 1.714373
  0.940330 0.451999 -0.651193 -1.036819
  0.516153 0.438939 -0.267885 1.383331
  0.828479 0.267549 0.975110 -0.750604
  0.938947 0.710690 -0.254984 0.425089
  0.129651 0.425367 -0.950931 0.466921
  0.526171 0.185572 -0.141564 -0.454706
  0.622567 0.918655 -2.102906 1.614154
  0.186873 0.372176 0.319047 -0.618400
  0.898027 0.141575 1.134586 -0.887846
  0.824302 0.203387 0.420309 1.360081
  0.746335 0.326075 3.292391 0.749394
  0.751107 0.673866 -0.180143 1.688002
  0.230847 0.532572 0.115508 -2.087571
  0.926426 0.260345 -0.323714 0.437871
  0.199655 0.063086 -1.264168 -0.543464
  0.076810 0.805998 -0.049145 0.056853
  0.281307 0.322213 -0.441887 -0.402330
  0.119643 0.250334 0.788941 -1.368557
  0.274602 0.913235 1.175150 -0.013589
  0.522364 0.509480 1.703641 -0.455861
  0.715328 0.145036 -1.118488 0.537921
  0.014016 0.826030 0.433767 -2.392041
  0.686695 0.561303 0.265483 0.092333
  0.744910 0.021424 -0.278715 -0.455126
  0.011234 0.826906 0.771116 -0.317106
  0.624895 0.592828 0.523423 -0.643454
  0.006456 0.716945 1.168148 -1.395122
  0.201687 0.297810 0.754129 1.410416
  0.283104 0.226937 -0.290419 -0.674265
  0.832331 0.248076 -0.798991 1.884159
  0.795892 0.451055 -0.907527 -1.220617
  0.566162 0.943405 0.539505 0.268879
  0.210032 0.339182 -1.880447 -0.149124
  0.176940 0.838208 -0.725609 2.070592
  0.641461 0.410344 -0.192741 -0.591986
  0.345577 0.352711 -0.494804 -0.800604
  0.342363 0.458184 0.353268 -0.569009
  0.364253 0.304974 0.625846 1.983250
  0.459408 0.092886 0.437580 -1.065412
  0.483295 0.286207 -0.290546 -0.995968
  0.551215 0.220544 0.187839 -0.603380
  0.139357 0.919101 -0.191218 -1.223830
  0.234611 0.974052 0.125612 0.213463
  0.252745 0.136556 -0.343466 -0.751484
  0.300336 0.680830 -1.537167 -0.775091
  0.274638 0.970713 -0.356216 -1.709489
  0.150235 0.699981 0.797366 -1.736996
  0.198518 0.027857 -0.587571 0.316210
  0.351688 0.823994 -0.623161 1.388072
  0.659957 0.307850 1.660486 -0.452811
  0.676446 0.708161 1.064722 -1.413931
  0.429469 0.513648 0.808863 -0.225300
  0.254639 0.246934 1.769140 0.077928
  0.956064 0.811138 -1.885570 2.355389
  0.254748 0.160885 -0.099553 -0.475378
  0.142064 0.818787 -0.839578 1.391553
  0.590759 0.921533 -1.604194 -0.497220
  0.783986 0.911057 -0.283095 0.471915
  0.852481 0.736645 0.323928 -1.120355
  0.436817 0.488526 1.198887 -1.371715
  0.870747 0.775523 -0.501905 -2.496579
  0.256418 0.062798 -0.507633 0.353904
  0.768633 0.330650 1.363974 1.439445
  0.014059 0.796551 -1.035642 -1.107751
  0.082309 0.669983 -2.261099 0.549378
  0.517927 0.287718 -0.586572 -0.474339
  0.342326 0.290919 1.082675 0.606097
  0.586454 0.214892 -1.287631 0.455571
  0.594853 0.154001 0.435237 -1.559513
  0.275967 0.652414 -0.042717 -0.332049
  0.769306 0.227502 -0.385150 -0.644695
  0.398761 0.845907 0.268851 -1.211480
  0.025139 0.995144 -0.784606 0.188158
  0.388830 0.729602 0.276623 -1.941353
  0.420751 0.629115 0.192822 0.963064
  0.105332 0.927779 1.490855 0.638285
  0.122145 0.531810 0.552747 -1.555712
  0.278320 0.267385 -0.333082 -0.382307
  0.008198 0.791868 -0.749468 1.142629
  0.352214 0.276845 -2.401652 0.065069
  0.719873 0.439249 0.312209 0.076656
  0.572984 0.216116 -1.477520 -2.304184
  0.828933 0.264251 -0.847346 -1.503342
  0.382014 0.186749 -0.794630 0.571561
  0.186176 0.528228 0.620241 1.852842
  0.052077 0.741784 -1.060297 -0.294076
  0.445857 0.229512 -2.137687 -0.126594
  0.108037 0.733015 0.901931 2.586405
  0.512436 0.690272 -0.224663 1.217010
  0.718469 0.025813 2.453697 -1.120047
  0.205758 0.381774 -1.905016 -0.066771
  0.544029 0.106497 0.711837 0.343950
  0.917883 0.465151 -1.376295 -0.851641
  0.360985 0.845705 0.643415 1.042387
  0.053131 0.042520 0.098696 -0.438874
  0.639840 0.659258 1.355754 -0.630587
  0.207679 0.151420 0.030229 -0.055955
  0.780726 0.826606 0.915669 1.079038
  0.878921 0.707835 -1.396353 0.122086
  0.819088 0.680846 -0.325508 -1.340861
  0.176275 0.232258 0.724674 -0.708987
  0.746523 0.816262 0.099215 -0.332577
  0.360338 0.536414 -0.441423 0.994661
  0.054229 0.909328 0.482410 0.742936
  0.118011 0.785116 -0.287012 1.076944
  0.369199 0.550712 0.563887 0.223784
  0.456100 0.777140 0.195646 1.095367
  0.599849 0.489001 -1.020954 -0.519648
  0.763479 0.395864 0.314082 -0.644294
  0.122227 0.750150 1.048371 -1.353551
  0.651303 0.370714 -0.876442 -0.539434
  0.880782 0.043205 0.536226 1.801809
  0.188926 0.483733 0.949553 0.945444
  0.170307 0.166221 -0.222685 0.741887
  0.584133 0.340028 1.649502 -0.162209
  0.032869 0.950573 1.831974 -0.280208
  0.772174 0.525530 -1.191926 0.900240
  0.107937 0.595338 0.402471 -1.377211
  0.639019 0.324292 0.435391 -0.853194
  0.553252 0.356410 -0.137076 0.901711
  0.000585 0.915438 -0.239727 -0.882166
  0.387508 0.189166 0.289875 -0.343544
  0.921937 0.386234 -0.477266 -0.978545
  0.676371 0.110494 1.489135 2.013596
  0.905186 0.816754 -1.057767 0.386676
  0.969435 0.625466 -0.671583 -0.298529
  0.314286 0.840258 -0.305807 -0.677712
  0.796991 0.480478 -0.839563 -0.991458
  0.912252 0.952103 -1.411186 1.019052
  0.432214 0.907052 0.114548 0.658974
  0.000087 0.858728 -1.166591 0.704181
  0.093368 0.139621 -0.196057 -0.666595
  0.432945 0.307065 0.024072 0.001989
  0.032803 0.379330 1.325426 0.433421
  0.595007 0.028960 0.119270 -0.854800
  0.819498 0.135490 1.006372 1.381044
  0.027686 0.048449 -1.547093 0.592294
  0.413446 0.651854 0.028956 -0.561532
  0.730564 0.397346 -1.036709 1.400529
  0.443908 0.129465 -0.637640 0.090254
  0.016340 0.492675 -1.891145 0.772151
  0.212571 0.092949 0.438994 -0.129534
  0.856344 0.471446 -0.397617 1.319219
  0.497098 0.158715 -0.868854 -1.369802
  0.166219 0.667262 -0.019894 -0.265005
  0.880049 0.801212 -0.578634 -0.297714
  0.441657 0.538962 -1.663210 -0.299087
  0.372085 0.459260 0.976136 -1.176552
  0.786678 0.946388 -1.846243 -0.165296
  0.348330 0.826056 0.706506 0.953185
  0.547042 0.427905 0.459654 -0.903484
  0.817423 0.707118 -0.795796 0.728283
  0.167047 0.589344 0.484273 -0.539770
  0.979902 0.163507 -0.544714 -1.197151
  0.765313 0.453006 0.413678 -0.440939
  0.312118 0.479614 0.469461 0.430660
  0.395272 0.218314 -1.084163 -0.804951
  0.057500 0.226859 -1.404850 -1.922677
  0.288983 0.760048 -0.072405 1.489655
  0.896647 0.841948 -0.771049 1.651769
  0.249455 0.897346 -1.232831 -0.953290
  0.452720 0.667959 -0.405875 -0.144397
  0.195581 0.165267 0.009683 -0.614170
  0.421512 0.691383 -0.366545 1.998677
  0.747070 0.519910 1.034545 0.506381
  0.045753 0.647221 1.209963 -0.792936
  0.628021 0.194707 -2.070311 -1.140424
  0.137244 0.058698 0.948868 0.313698
  0.507600 0.689608 -1.037630 -2.333439
  0.706018 0.100732 -0.084656 -0.825178
  0.437458 0.168889 1.450765 -0.332441
  0.392998 0.378847 -0.950911 0.176394
  0.989451 0.706104 -1.303907 -0.269351
  0.689371 0.379129 0.531903 -0.030171
  0.998492 0.760881 0.913515 -0.711243
  0.767173 0.563190 -0.349148 0.689444
  0.866224 0.028152 -1.506574 -0.937061
  0.505877 0.885945 -0.050816 1.088038
  0.678098 0.352565 0.682417 -0.801072
  0.922143 0.497737 2.930050 -0.011168
  0.584763 0.695133 -1.782414 -0.882349
  0.680720 0.352619 -0.467399 0.837183
  0.402566 0.724082 0.596771 -0.588379
  0.124175 0.159636 1.317039 -0.553513
  0.305205 0.451668 0.064420 -0.740848
  0.448940 0.279399 -0.963185 0.495277
  0.315256 0.644994 0.292903 -0.953997
  0.878512 0.052049 0.879239 1.591321
  0.749580 0.081037 -0.850986 0.281099
  0.069551 0.841042 -0.138514 0.516875
  0.505713 0.636691 -1.101215 0.191008
  0.556810 0.740269 -0.141880 0.240221
  0.431927 0.823555 -0.115619 -0.546063
  0.362102 0.166579 0.170728 -0.380173
  0.445261 0.695861 0.335090 -0.168141
  0.823510 0.558206 0.650557 -0.760459
  0.163856 0.518671 -0.476130 -0.739557
  0.690150 0.075335 -0.402658 -0.092528
  0.288466 0.659129 -0.704744 -0.133944
  0.761224 0.150235 -0.091941 0.569300
  0.115583 0.921469 -1.300869 0.014757
  0.361648 0.796556 -0.340023 -0.488131
  0.391718 0.092859 -0.144993 -0.218092
  0.034688 0.200954 0.798663 -1.459610
  0.223664 0.037181 0.991356 -0.865929
  0.037250 0.064044 0.316658 -0.195752
  0.273242 0.018698 -1.305624 1.507225
  0.421787 0.451617 1.118962 0.660708
  0.766036 0.465989 1.387750 -0.605863
  0.607851 0.029607 -2.042815 -0.215941
  0.260002 0.003521 0.142729 -0.445251
  0.158830 0.939486 1.380414 0.494621
  0.843279 0.720573 1.244120 -0.164130
  0.593709 0.640296 -0.556901 0.084380
  0.434608 0.320022 0.898465 -0.373465
  0.323215 0.931605 -1.301050 0.766179
  0.833013 0.946649 1.361001 -0.543661
  0.661505 0.173451 0.113330 -0.023249
  0.728053 0.951353 -0.381362 0.898989
  0.866477 0.340339 0.903250 0.292195
  0.745519 0.353027 1.091671 -1.463235
  0.926801 0.536098 0.055149 -0.317572
  0.841050 0.450677 -0.761340 -1.347941
  0.493636 0.651299 -0.173653 -0.093782
  0.992694 0.522302 0.312094 0.185773
  0.658617 0.478304 -0.424138 -0.429476
  0.009441 0.225507 0.697026 -1.631457
  0.585727 0.957796 -0.288417 0.489481
  0.952767 0.860366 -0.456980 0.684397
  0.240699 0.477480 -0.075318 0.887091
  0.464690 0.671104 -1.814099 -2.427517
  0.940768 0.835609 -0.058971 1.981578
  0.665364 0.765726 -0.204364 -0.296753
  0.358247 0.911203 -0.414918 0.690045
  0.592784 0.450935 -0.710742 -1.296540
  0.986072 0.059310 -0.597241 0.421098
  0.757577 0.460263 0.931766 -1.318172
  0.317041 0.533040 -2.686330 -0.654586
  0.369570 0.739062 0.528785 0.237636
  0.461279 0.308270 0.165339 1.178687
  0.969400 0.096805 -0.475060 0.614215
  0.216512 0.547699 -1.329678 0.791841
  0.039710 0.299629 -1.499172 -0.426115
  0.506390 0.043156 -1.007625 0.023695
  0.121278 0.288998 0.027672 0.436067
  0.412721 0.738127 -0.576979 -0.630342
  0.317918 0.481941 0.766951 0.956588
  0.764857 0.531357 0.134818 1.357496
  0.766060 0.593378 0.533583 2.679489
  0.281949 0.431660 0.926560 0.874048
  0.080644 0.617959 0.218615 1.444842
  0.578690 0.773534 -0.604915 1.209901
  0.870271 0.560473 0.855493 -1.590370
  0.427341 0.974171 0.127412 -2.507908
  0.229941 0.661113 0.843452 0.043985
  0.988695 0.930442 1.085404 0.055820
  0.498480 0.063744 -1.906650 1.422788
  0.292022 0.077657 2.593564 0.003165
  0.349502 0.254715 -1.163679 1.337675
  0.760163 0.917133 -2.229826 0.718966
  0.360202 0.766542 -0.676019 -1.613086
  0.103039 0.389467 0.306543 0.142197
  0.142755 0.705378 -0.102771 0.945303
  0.877556 0.891978 0.148665 1.654812
  0.810856 0.001254 1.477860 0.981421
  0.716653 0.861548 -0.692696 -1.047658
  0.103570 0.788828 -0.999640 -0.549738
  0.830190 0.318002 0.680264 -0.793898
  0.232790 0.530312 -0.781344 1.690752
  0.961623 0.318774 0.171981 -0.835596
  0.912056 0.101106 0.826791 0.375704
  0.777778 0.318505 -1.726589 1.032810
  0.861826 0.499205 -0.544511 0.442889
  0.850422 0.524716 1.227378 2.214730
  0.654955 0.820904 2.501607 1.237130
  0.542450 0.612595 -1.137996 -0.114575
  0.604286 0.914798 -0.839855 0.831335
  0.758413 0.559487 0.354654 0.967410
  0.369419 0.032321 -0.689602 1.616263
  0.608575 0.573376 -1.214357 -0.218006
  0.946050 0.231697 1.141285 0.362856
  0.531927 0.120985 -0.495186 0.430280
  0.785516 0.961012 0.124027 0.059718
  0.150074 0.206489 1.834103 -0.534125
  0.955590 0.664565 0.019753 -0.069241
  0.817589 0.124328 1.076151 -0.354323
  0.487277 0.687273 0.566090 1.249986
  0.483431 0.564514 -0.262590 -1.377890
  0.267237 0.535095 0.146714 1.131858
  0.801866 0.030778 0.990928 -0.860244
  0.225732 0.640646 0.316632 -1.070373
  0.831809 0.317141 -0.258064 0.349930
  0.490931 0.965456 -0.177408 0.181079
  0.910515 0.253668 0.300978 -2.279435
  0.705183 0.538773 0.664106 -0.328474
